Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Nutritionist Associate,Full-Time (Salaried),Richmond,NA,Department of Health,https://www.jobs.virginia.gov/jobs/nutritionist-associate-richmond-virginia-united-states,2023-03-06
Executive Secretary: Greensville Correctional Center #00501,Full-Time (Salaried),Greensville,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/executive-secretary-greensville-correctional-center-00501-greensville-virginia-united-states,2023-03-06
Office Services Assistant: P&P District #27 Chesterfield #P2708,Full-Time (Salaried),Chesterfield,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-assistant-p-p-district-27-chesterfield-p2708-chesterfield-virginia-united-states,2023-03-06
Office Services Supervisor (Mailroom): Greenville Correctional Center #01112,Full-Time (Salaried),Greensville,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-supervisor-mailroom-greenville-correctional-center-01112-greensville-virginia-united-states,2023-03-06
Senior Trial Attorney  - Norfolk,Full-Time (Salaried),Norfolk,2023-03-17T23:55:00Z,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/senior-trial-attorney-norfolk-norfolk-virginia-united-states,2023-03-06
Computer Support Specialist,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Department of the Treasury,https://www.jobs.virginia.gov/jobs/computer-support-specialist-richmond-virginia-united-states,2023-03-06
IT Portfolio Manager,Full-Time (Salaried),Richmond,2023-03-19T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/it-portfolio-manager-richmond-virginia-united-states,2023-03-06
Food Operations Director: Fluvanna Correctional Center #00100,Full-Time (Salaried),Fluvanna,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-director-fluvanna-correctional-center-00100-fluvanna-virginia-united-states-979c03bf-dc14-4fae-85bc-26b3f26c3542,2023-03-06
Farm Supervisor: Deerfield Correctional Center #01633,Full-Time (Salaried),Southampton,2023-03-31T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/farm-supervisor-deerfield-correctional-center-01633-southampton-virginia-united-states,2023-03-06
Farm Supervisor Senior: State Farm Correctional Center #01578,Full-Time (Salaried),Goochland,2023-03-31T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/farm-supervisor-senior-state-farm-correctional-center-01578-goochland-virginia-united-states,2023-03-06
Casework Counselor: River North Correctional Center #00417,Full-Time (Salaried),Grayson,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-river-north-correctional-center-00417-grayson-virginia-united-states,2023-03-06
Food Operations Director: River North Correctional Center #00080,Full-Time (Salaried),Grayson,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-director-river-north-correctional-center-00080-grayson-virginia-united-states,2023-03-06
Corrections Officer (Patrol Canine): Red Onion State Prison #00389,Full-Time (Salaried),Wise,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-officer-patrol-canine-red-onion-state-prison-00389-wise-virginia-virginia-united-states,2023-03-06
Contact Center Representative - Employer Support (Remote),Full-Time (Salaried),Richmond,2023-03-31T23:55:00Z,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/contact-center-representative-employer-support-remote-richmond-virginia-united-states,2023-03-06
Equipment Repair Technician,Full-Time (Salaried),Fredericksburg,2023-03-17T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/equipment-repair-technician-fredericksburg-virginia-united-states,2023-03-06
Chief Ranger Law Enforcement (LE) - Westmoreland State Park,Full-Time (Salaried),Westmoreland,2023-03-17T23:55:00Z,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/chief-ranger-law-enforcement-le-westmoreland-state-park-westmoreland-virginia-united-states,2023-03-06
Maintenance Operator – Forks of Buffalo AHQ,Full-Time (Salaried),Amherst,2023-03-17T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-forks-of-buffalo-ahq-amherst-virginia-united-states-4700da47-2253-432c-9ca4-4f1a0d87e081,2023-03-06
Maintenance Operator – Cluster Springs AHQ,Full-Time (Salaried),South Boston,2023-03-24T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-cluster-springs-ahq-south-boston-virginia-united-states-0829c3f8-7e5f-4ef7-843e-8e13f14c51b5,2023-03-06
Deputy Clerk - Pre-Court - Portsmouth,Full-Time (Salaried),Portsmouth,2023-03-17T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-pre-court-portsmouth-portsmouth-virginia-united-states-34ceccbb-ad40-4cd8-8ed2-04820c41231b,2023-03-06
Clerk of Court - Danville,Full-Time (Salaried),Danville,2023-03-31T23:55:00Z,Supreme Court,https://www.jobs.virginia.gov/jobs/clerk-of-court-danville-danville-virginia-united-states,2023-03-06
Capital Asset Supervisor,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/capital-asset-supervisor-richmond-virginia-united-states,2023-03-06
Equipment Repair Technician - Franklin Equipment Shop,Full-Time (Salaried),Southampton,2023-03-13T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/equipment-repair-technician-franklin-equipment-shop-franklin-virginia-united-states,2023-03-06
Human Resources Director,Full-Time (Salaried),Chesterfield,2023-03-08T23:55:00Z,Dept of Emergency Management,https://www.jobs.virginia.gov/jobs/human-resources-director-chesterfield-virginia-united-states,2023-03-06
Highway Maintenance Supervisor,Full-Time (Salaried),Wythe,2023-03-10T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-supervisor-bristol-virginia-united-states-wythe,2023-03-06
Sr. Financial Compliance Analyst #W0537,Full-Time (Salaried),Richmond,2023-03-07T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/sr-financial-compliance-analyst-richmond-virginia-united-states,2023-03-06
"Highway Maintenance Equipment Operator- (Bedford Residency) *$3,000 Sign-On Bonus *",Full-Time (Salaried),Bedford County,NA,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/highway-maintenance-equipment-operator-bedford-county-virginia-united-states,2023-03-06
Senior Buyer,Full-Time (Salaried),Henrico,2023-03-12T23:55:00Z,Dept of Prof & Occup Reg,https://www.jobs.virginia.gov/jobs/senior-buyer-henrico-virginia-united-states,2023-03-06
Application / User Support Supervisor - Work From Home + Sign On Bonus!,Full-Time (Salaried),"Outside of State
  Accomac
  Albemarle County
  Alexandria
  Alleghany
  Amelia
  Amherst
  Appomattox
  Arlington
  Augusta County
  Bath
  Bedford
  Bedford County
  Bland
  Botetourt County
  Bristol
  Brunswick
  Buchanan
  Buckingham
  Buena Vista
  Campbell
  Caroline
  Carroll
  Charles City
  Charlotte Court House
  Charlottesville
  Chesapeake
  Chesterfield
  Clarke
  Clifton Forge
  Colonial Heights
  Covington
  Craig
  Culpepper
  Cumberland
  Danville
  Dickenson
  Dinwiddie
  Emporia
  Essex
  Fairfax
  Fairfax County
  Falls Church
  Fauquier County
  Floyd
  Fluvanna
  Franklin
  Franklin County
  Frederick County
  Fredericksburg
  Galax
  Giles
  Gloucester
  Goochland
  Gordonsville
  Grayson
  Greene
  Greensville
  Halifax
  Hampton
  Hanover
  Harrisonburg
  Henrico
  Henry
  Highland
  Hopewell
  Isle Of Wight
  James City
  King & Queen
  King George
  King William
  Lancaster
  Lee
  Lexington
  Loudoun County
  Louisa
  Lunenburg
  Lynchburg
  Madison
  Manassas
  Manassas Park
  Martinsville
  Mathews
  Mecklenburg
  Melfa
  Middlesex
  Montgomery County
  Nelson
  New Kent
  Newport News
  Norfolk
  Northampton
  Northumberland
  Norton
  Nottoway
  Orange
  Page
  Patrick
  Petersburg
  Pittsylvania
  Poquoson
  Portsmouth
  Powhatan
  Prince Edward
  Prince George
  Prince William
  Pulaski
  Radford
  Rappahannock
  Richmond
  Richmond County
  Roanoke
  Roanoke County
  Rockbridge County
  Rockingham
  Russell
  Salem
  Scott
  Shenandoah
  Smyth
  South Boston
  Southampton
  Spotsylvania
  Stafford
  Staunton
  Suffolk
  Surry
  Sussex
  Tazewell
  Virginia Beach
  Warren
  Washington
  Waynesboro
  Westmoreland
  Williamsburg
  Winchester
  Wise
  Wythe
  York

            Outside of State
  Accomac
  Albemarle County",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/application-user-support-supervisor-work-from-home-sign-on-bonus-richmond-virginia-united-states,2023-03-06
Information Technology Business Analyst - Work From Home + Sign On Bonus!,Full-Time (Salaried),"Outside of State
  Accomac
  Albemarle County
  Alexandria
  Alleghany
  Amelia
  Amherst
  Appomattox
  Arlington
  Augusta County
  Bath
  Bedford
  Bedford County
  Bland
  Botetourt County
  Bristol
  Brunswick
  Buchanan
  Buckingham
  Buena Vista
  Campbell
  Caroline
  Carroll
  Charles City
  Charlotte Court House
  Charlottesville
  Chesapeake
  Chesterfield
  Clarke
  Clifton Forge
  Colonial Heights
  Covington
  Craig
  Culpepper
  Cumberland
  Danville
  Dickenson
  Dinwiddie
  Emporia
  Essex
  Fairfax
  Fairfax County
  Falls Church
  Fauquier County
  Floyd
  Fluvanna
  Franklin
  Franklin County
  Frederick County
  Fredericksburg
  Galax
  Giles
  Gloucester
  Goochland
  Gordonsville
  Grayson
  Greene
  Greensville
  Halifax
  Hampton
  Hanover
  Harrisonburg
  Henrico
  Henry
  Highland
  Hopewell
  Isle Of Wight
  James City
  King & Queen
  King George
  King William
  Lancaster
  Lee
  Lexington
  Loudoun County
  Louisa
  Lunenburg
  Lynchburg
  Madison
  Manassas
  Manassas Park
  Martinsville
  Mathews
  Mecklenburg
  Melfa
  Middlesex
  Montgomery County
  Nelson
  New Kent
  Newport News
  Norfolk
  Northampton
  Northumberland
  Norton
  Nottoway
  Orange
  Page
  Patrick
  Petersburg
  Pittsylvania
  Poquoson
  Portsmouth
  Powhatan
  Prince Edward
  Prince George
  Prince William
  Pulaski
  Radford
  Rappahannock
  Richmond
  Richmond County
  Roanoke
  Roanoke County
  Rockbridge County
  Rockingham
  Russell
  Salem
  Scott
  Shenandoah
  Smyth
  South Boston
  Southampton
  Spotsylvania
  Stafford
  Staunton
  Suffolk
  Surry
  Sussex
  Tazewell
  Virginia Beach
  Warren
  Washington
  Waynesboro
  Westmoreland
  Williamsburg
  Winchester
  Wise
  Wythe
  York

            Outside of State
  Accomac
  Albemarle County",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/information-technology-business-analyst-work-from-home-sign-on-bonus-richmond-virginia-united-states,2023-03-06
Applications Programmer / Analyst Expert - Work From Home + Sign On Bonus!,Full-Time (Salaried),"Outside of State
  Accomac
  Albemarle County
  Alexandria
  Alleghany
  Amelia
  Amherst
  Appomattox
  Arlington
  Augusta County
  Bath
  Bedford
  Bedford County
  Bland
  Botetourt County
  Bristol
  Brunswick
  Buchanan
  Buckingham
  Buena Vista
  Campbell
  Caroline
  Carroll
  Charles City
  Charlotte Court House
  Charlottesville
  Chesapeake
  Chesterfield
  Clarke
  Clifton Forge
  Colonial Heights
  Covington
  Craig
  Culpepper
  Cumberland
  Danville
  Dickenson
  Dinwiddie
  Emporia
  Essex
  Fairfax
  Fairfax County
  Falls Church
  Fauquier County
  Floyd
  Fluvanna
  Franklin
  Franklin County
  Frederick County
  Fredericksburg
  Galax
  Giles
  Gloucester
  Goochland
  Gordonsville
  Grayson
  Greene
  Greensville
  Halifax
  Hampton
  Hanover
  Harrisonburg
  Henrico
  Henry
  Highland
  Hopewell
  Isle Of Wight
  James City
  King & Queen
  King George
  King William
  Lancaster
  Lee
  Lexington
  Loudoun County
  Louisa
  Lunenburg
  Lynchburg
  Madison
  Manassas
  Manassas Park
  Martinsville
  Mathews
  Mecklenburg
  Melfa
  Middlesex
  Montgomery County
  Nelson
  New Kent
  Newport News
  Norfolk
  Northampton
  Northumberland
  Norton
  Nottoway
  Orange
  Page
  Patrick
  Petersburg
  Pittsylvania
  Poquoson
  Portsmouth
  Powhatan
  Prince Edward
  Prince George
  Prince William
  Pulaski
  Radford
  Rappahannock
  Richmond
  Richmond County
  Roanoke
  Roanoke County
  Rockbridge County
  Rockingham
  Russell
  Salem
  Scott
  Shenandoah
  Smyth
  South Boston
  Southampton
  Spotsylvania
  Stafford
  Staunton
  Suffolk
  Surry
  Sussex
  Tazewell
  Virginia Beach
  Warren
  Washington
  Waynesboro
  Westmoreland
  Williamsburg
  Winchester
  Wise
  Wythe
  York

            Outside of State
  Accomac
  Albemarle County",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/applications-programmer-analyst-expert-work-from-home-sign-on-bonus-richmond-virginia-united-states,2023-03-06
Fraud Data Analyst - Work From Home + Sign On Bonus!,Full-Time (Salaried),"Outside of State
  Accomac
  Albemarle County
  Alexandria
  Alleghany
  Amelia
  Amherst
  Appomattox
  Arlington
  Augusta County
  Bath
  Bedford
  Bedford County
  Bland
  Botetourt County
  Bristol
  Brunswick
  Buchanan
  Buckingham
  Buena Vista
  Campbell
  Caroline
  Carroll
  Charles City
  Charlotte Court House
  Charlottesville
  Chesapeake
  Chesterfield
  Clarke
  Clifton Forge
  Colonial Heights
  Covington
  Craig
  Culpepper
  Cumberland
  Danville
  Dickenson
  Dinwiddie
  Emporia
  Essex
  Fairfax
  Fairfax County
  Falls Church
  Fauquier County
  Floyd
  Fluvanna
  Franklin
  Franklin County
  Frederick County
  Fredericksburg
  Galax
  Giles
  Gloucester
  Goochland
  Gordonsville
  Grayson
  Greene
  Greensville
  Halifax
  Hampton
  Hanover
  Harrisonburg
  Henrico
  Henry
  Highland
  Hopewell
  Isle Of Wight
  James City
  King & Queen
  King George
  King William
  Lancaster
  Lee
  Lexington
  Loudoun County
  Louisa
  Lunenburg
  Lynchburg
  Madison
  Manassas
  Manassas Park
  Martinsville
  Mathews
  Mecklenburg
  Melfa
  Middlesex
  Montgomery County
  Nelson
  New Kent
  Newport News
  Norfolk
  Northampton
  Northumberland
  Norton
  Nottoway
  Orange
  Page
  Patrick
  Petersburg
  Pittsylvania
  Poquoson
  Portsmouth
  Powhatan
  Prince Edward
  Prince George
  Prince William
  Pulaski
  Radford
  Rappahannock
  Richmond
  Richmond County
  Roanoke
  Roanoke County
  Rockbridge County
  Rockingham
  Russell
  Salem
  Scott
  Shenandoah
  Smyth
  South Boston
  Southampton
  Spotsylvania
  Stafford
  Staunton
  Suffolk
  Surry
  Sussex
  Tazewell
  Virginia Beach
  Warren
  Washington
  Waynesboro
  Westmoreland
  Williamsburg
  Winchester
  Wise
  Wythe
  York

            Outside of State
  Accomac
  Albemarle County",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/fraud-data-analyst-work-from-home-sign-on-bonus-richmond-virginia-united-states,2023-03-06
Information Technology Business Analyst - Work From Home + Sign On Bonus!,Full-Time (Salaried),"Outside of State
  Accomac
  Albemarle County
  Alexandria
  Alleghany
  Amelia
  Amherst
  Appomattox
  Arlington
  Augusta County
  Bath
  Bedford
  Bedford County
  Bland
  Botetourt County
  Bristol
  Brunswick
  Buchanan
  Buckingham
  Buena Vista
  Campbell
  Caroline
  Carroll
  Charles City
  Charlotte Court House
  Charlottesville
  Chesapeake
  Chesterfield
  Clarke
  Clifton Forge
  Colonial Heights
  Covington
  Craig
  Culpepper
  Cumberland
  Danville
  Dickenson
  Dinwiddie
  Emporia
  Essex
  Fairfax
  Fairfax County
  Falls Church
  Fauquier County
  Floyd
  Fluvanna
  Franklin
  Franklin County
  Frederick County
  Fredericksburg
  Galax
  Giles
  Gloucester
  Goochland
  Gordonsville
  Grayson
  Greene
  Greensville
  Halifax
  Hampton
  Hanover
  Harrisonburg
  Henrico
  Henry
  Highland
  Hopewell
  Isle Of Wight
  James City
  King & Queen
  King George
  King William
  Lancaster
  Lee
  Lexington
  Loudoun County
  Louisa
  Lunenburg
  Lynchburg
  Madison
  Manassas
  Manassas Park
  Martinsville
  Mathews
  Mecklenburg
  Melfa
  Middlesex
  Montgomery County
  Nelson
  New Kent
  Newport News
  Norfolk
  Northampton
  Northumberland
  Norton
  Nottoway
  Orange
  Page
  Patrick
  Petersburg
  Pittsylvania
  Poquoson
  Portsmouth
  Powhatan
  Prince Edward
  Prince George
  Prince William
  Pulaski
  Radford
  Rappahannock
  Richmond
  Richmond County
  Roanoke
  Roanoke County
  Rockbridge County
  Rockingham
  Russell
  Salem
  Scott
  Shenandoah
  Smyth
  South Boston
  Southampton
  Spotsylvania
  Stafford
  Staunton
  Suffolk
  Surry
  Sussex
  Tazewell
  Virginia Beach
  Warren
  Washington
  Waynesboro
  Westmoreland
  Williamsburg
  Winchester
  Wise
  Wythe
  York

            Outside of State
  Accomac
  Albemarle County",NA,Virginia Employment Commission,https://www.jobs.virginia.gov/jobs/information-technology-business-analyst-work-from-home-sign-on-bonus-richmond-virginia-united-states,2023-03-06
