Title,EmploymentType,Location,ClosingDate,Agency,Link,DateFirstRetrieved
Locally Admin Project Coordinator,Full-Time (Salaried),Colonial Heights,2023-03-22T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/locally-admin-project-coordinator-colonial-heights-virginia-united-states,2023-03-10
Office Services Specialist,Full-Time (Salaried),Shenandoah,2023-03-22T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/office-services-specialist-shenandoah-virginia-united-states-da29a90a-122d-436a-a251-1946b55b31ea,2023-03-10
Construction Stormwater Specialist,Full-Time (Salaried),Harrisonburg,2023-03-22T23:55:00Z,Dept of Environmental Quality,https://www.jobs.virginia.gov/jobs/construction-stormwater-specialist-harrisonburg-virginia-united-states,2023-03-10
IT Data Program Mgr,Full-Time (Salaried),Richmond,2023-03-23T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/it-data-program-mgr-richmond-virginia-united-states,2023-03-10
IT Data Program Mgr,Full-Time (Salaried),Richmond,2023-03-23T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/it-data-program-mgr-richmond-virginia-united-states,2023-03-10
Marine Police Dispatcher,Full-Time (Salaried),"Hampton
  Newport News",2023-03-22T23:55:00Z,Marine Resources Commission,https://www.jobs.virginia.gov/jobs/marine-police-dispatcher-hampton-virginia-united-states-newport-news,2023-03-10
Weigh Station Technician - Position #02411 (Carson MCSC),Full-Time (Salaried),Petersburg,2023-03-15T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/weigh-station-technician-position-02411-carson-mcsc-petersburg-virginia-united-states,2023-03-10
Information Technology Specialist II,Full-Time (Salaried),Hampton,2023-04-09T23:55:00Z,Marine Resources Commission,https://www.jobs.virginia.gov/jobs/information-technology-specialist-ii-hampton-virginia-united-states,2023-03-10
Maintenance Specialist - #BVI00104,Full-Time (Salaried),Henrico,2023-03-22T23:55:00Z,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/maintenance-specialist-bvi00104-henrico-virginia-united-states,2023-03-10
"DMV Program Manager (Impaired Driving Program), Position No. 00840",Full-Time (Salaried),Richmond,2023-03-22T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-program-manager-impaired-driving-program-position-no-00840-richmond-virginia-united-states,2023-03-10
Office Services Specialist,Full-Time (Salaried),Shenandoah,2023-03-15T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/office-services-specialist-shenandoah-virginia-united-states-f66faa29-e856-46cf-a83d-a2cf89b45686,2023-03-10
"DMV Customer Service Center Generalists - Williamsburg, Pos. 01858",Full-Time (Salaried),Williamsburg,2023-03-20T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-customer-service-center-generalists-williamsburg-pos-01858-williamsburg-virginia-united-states,2023-03-10
Mental Health Clinician II #00195; Marion Correctional Treatment Center,Full-Time (Salaried),Smyth,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-ii-00195-marion-correctional-treatment-center-smyth-virginia-united-states,2023-03-10
Network Engineer,Full-Time (Salaried),Richmond,2023-03-17T23:55:00Z,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/network-engineer-richmond-virginia-united-states,2023-03-10
Lease Administrator - DR017,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/lease-administrator-dr017-richmond-virginia-united-states,2023-03-10
Public Health Nurse Manager Sr.,Full-Time (Salaried),Petersburg,NA,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-manager-sr-petersburg-virginia-united-states,2023-03-10
Unit Manager: Nottoway Correctional Center #00670,Full-Time (Salaried),Nottoway,2023-03-24T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/unit-manager-nottoway-correctional-center-00670-nottoway-virginia-united-states,2023-03-10
Maintenance Operator (Gainesville),Full-Time (Salaried),Prince William,2023-03-23T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-gainesville-prince-william-virginia-united-states,2023-03-10
Claims Services Analyst,Full-Time (Salaried),Richmond,2023-03-22T23:55:00Z,VA Workers' Compensation Comm,https://www.jobs.virginia.gov/jobs/claims-services-analyst-richmond-virginia-united-states,2023-03-10
Scientist - CL514,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/scientist-cl514-richmond-virginia-united-states,2023-03-10
"Vocational Rehabilitation Counselor - #WWRW0040, WWRW0284",Full-Time (Salaried),Augusta County,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-wwrw0040-wwrw0284-augusta-county-virginia-united-states,2023-03-10
Special Education Financial Data and Monitoring Specialist,Full-Time (Salaried),Richmond,NA,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/special-education-financial-data-and-monitoring-specialist-richmond-virginia-united-states,2023-03-10
Attorney - Assistant Public Defender I/II,Full-Time (Salaried),Lynchburg,2023-04-08T23:55:00Z,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-ii-lynchburg-virginia-united-states,2023-03-10
Business Operations Specialist,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/business-operations-specialist-richmond-virginia-united-states,2023-03-10
Program Support Technician ( Health Services) #00422; Wallens Ridge State Prison,Full-Time (Salaried),Wise,NA,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-health-services-00422-wallens-ridge-state-prison-wise-virginia-united-states,2023-03-10
Probation Officer: P&P District #18 Norton #P1819,Full-Time (Salaried),Norton,2023-03-10T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/probation-officer-p-p-district-18-norton-p1819-norton-virginia-united-states,2023-03-10
Senior Accountant - #ARS00419,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/senior-accountant-ars00419-henrico-virginia-united-states,2023-03-10
Sr. IT Auditor - Internal,Full-Time (Salaried),Richmond,2023-03-21T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/sr-it-auditor-internal-richmond-virginia-united-states,2023-03-10
Assistant District Bridge Design Engineer,Full-Time (Salaried),Staunton,2023-03-12T00:00:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/assistant-district-bridge-design-engineer-staunton-virginia-united-states,2023-03-10
Office Services Assistant (Treatment): Fluvanna Correctional Center for Women #00152,Full-Time (Salaried),Fluvanna,2023-03-24T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/office-services-assistant-treatment-fluvanna-correctional-center-for-women-00152-fluvanna-virginia-united-states,2023-03-10
Fiscal Technician: Fluvanna Correctional Center For Women #00102,Full-Time (Salaried),Fluvanna,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/fiscal-technician-fluvanna-correctional-center-for-women-00102-fluvanna-virginia-united-states,2023-03-10
Food Operations Supervisor: Cold Springs CCAP #01202,Full-Time (Salaried),"Augusta County
  Staunton",2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-greenville-virginia-united-states-5a3b9e95-1c45-4b1c-9258-e964fbc2c336,2023-03-10
Building and Grounds Supervisor: Cold Springs CCAP #01163,Full-Time (Salaried),Augusta County,2023-03-17T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/building-and-grounds-supervisor-cold-springs-ccap-01163-augusta-county-virginia-united-states,2023-03-10
"Veteran Service Representative - South Hill, VA",Full-Time (Salaried),Mecklenburg,2023-03-17T23:55:00Z,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/veteran-service-representative-south-hill-va-mecklenburg-virginia-united-states,2023-03-10
"DMV Agency Management Analyst, Pos.# 01186",Full-Time (Salaried),Richmond,2023-03-14T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/dmv-agency-management-analyst-pos-01186-richmond-virginia-united-states,2023-03-10
Accounts Receivable Fiscal Accountant - #ARS00087,Full-Time (Salaried),Henrico,NA,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/accounts-receivable-fiscal-accountant-ars00087-henrico-virginia-united-states,2023-03-10
"Program Support Technician, Fredericksburg (W1284)",Full-Time (Salaried),Fredericksburg,2023-03-13T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/program-support-technician-fredericksburg-w1284-fredericksburg-virginia-united-states,2023-03-10
Weigh Station Technician - Position #02367 (Sandston MCSC),Full-Time (Salaried),Henrico,2023-03-16T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/weigh-station-technician-position-02367-sandston-mcsc-henrico-virginia-united-states,2023-03-10
School Nutrition Program Farm to School Specialist,Full-Time (Salaried),Richmond,NA,Dept of Ed Central Operations,https://www.jobs.virginia.gov/jobs/school-nutrition-program-farm-to-school-specialist-richmond-virginia-united-states,2023-03-10
Accountant,Full-Time (Salaried),Petersburg,2023-03-31T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/accountant-petersburg-virginia-united-states,2023-03-10
Program Manager Sr. #W5169,Full-Time (Salaried),,2023-03-17T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/program-manager-sr-w5169-virginia-united-states,2023-03-10
Financial Analyst,Full-Time (Salaried),Richmond,2023-03-14T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/financial-analyst-richmond-virginia-united-states-b24d058c-13cb-4ab1-838d-b78082acd1cc,2023-03-10
Facilities Specialist (Salem District),Full-Time (Salaried),Salem,2023-03-27T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/facilities-specialist-salem-district-salem-virginia-united-states,2023-03-10
Trades/Utils Master Mech - HVAC #01401,Full-Time (Salaried),Richmond,2023-03-21T23:55:00Z,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/trades-utils-master-mech-hvac-01401-richmond-virginia-united-states,2023-03-10
Deputy Revenue Forecaster,Full-Time (Salaried),"Outside of State
  Washington
  Prince Georges
  Accomac
  Albemarle County
  Alexandria
  Alleghany
  Amelia
  Amherst
  Appomattox
  Arlington
  Augusta County
  Bath
  Bedford
  Bedford County
  Bland
  Botetourt County
  Bristol
  Brunswick
  Buchanan
  Buckingham
  Buena Vista
  Campbell
  Caroline
  Carroll
  Charles City
  Charlotte County
  Charlotte Court House
  Charlottesville
  Chesapeake
  Chesterfield
  Clarke
  Clifton Forge
  Colonial Heights
  Covington
  Craig
  Culpepper
  Cumberland
  Danville
  Dickenson
  Dinwiddie
  Emporia
  Essex
  Fairfax
  Fairfax County
  Falls Church
  Fauquier County
  Floyd
  Fluvanna
  Franklin
  Franklin County
  Frederick County
  Fredericksburg
  Galax
  Giles
  Gloucester
  Goochland
  Gordonsville
  Grayson
  Greene
  Greensville
  Halifax
  Hampton
  Hanover
  Harrisonburg
  Henrico
  Henry
  Highland
  Hopewell
  Isle Of Wight
  James City
  King & Queen
  King George
  King William
  Lancaster
  Lee
  Lexington
  Loudoun County
  Louisa
  Lunenburg
  Lynchburg
  Madison
  Manassas
  Manassas Park
  Martinsville
  Mathews
  Mecklenburg
  Melfa
  Middlesex
  Montgomery County
  Nelson
  New Kent
  Newport News
  Norfolk
  North Chesterfield
  Northampton
  Northumberland
  Norton
  Nottoway
  Orange
  Page
  Patrick
  Petersburg
  Pittsylvania
  Poquoson
  Portsmouth
  Powhatan
  Prince Edward
  Prince George
  Prince William
  Pulaski
  Radford
  Rappahannock
  Richmond
  Richmond County
  Roanoke
  Roanoke County
  Rockbridge County
  Rockingham
  Russell
  Salem
  Scott
  Shenandoah
  Smyth
  South Boston
  Southampton
  Spotsylvania
  Stafford
  Staunton
  Suffolk
  Surry
  Sussex
  Tazewell
  Virginia Beach
  Warren
  Waynesboro
  Westmoreland
  Williamsburg
  Winchester
  Wise
  Wythe
  York

            Outside of State
  Washington
  Prince Georges",2023-03-19T23:55:00Z,Department of Taxation,https://www.jobs.virginia.gov/jobs/deputy-revenue-forecaster-richmond-virginia-united-states,2023-03-10
PH Nurse Supervisor - NFP,Full-Time (Salaried),Suffolk,2023-03-23T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/ph-nurse-supervisor-nfp-suffolk-virginia-united-states,2023-03-10
Deputy Clerk - Traffic - VA Beach,Full-Time (Salaried),Virginia Beach,NA,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-traffic-va-beach-virginia-beach-virginia-united-states-cdc1573a-e7fb-4f56-a5d7-f8df44da9aae,2023-03-10
Hearing Officer: Augusta Correctional Center #00750,Full-Time (Salaried),Augusta County,2023-03-24T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/hearing-officer-augusta-correctional-center-00750-augusta-county-virginia-united-states,2023-03-10
Application Development and Support Manager: Central Administration #00403,Full-Time (Salaried),Richmond,2023-03-24T23:55:00Z,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/application-development-and-support-manager-central-administration-00403-richmond-virginia-united-states,2023-03-10
Public Health Nurse #07778 - Long Term Services and Support,Full-Time (Salaried),Suffolk,2023-03-22T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-07778-long-term-services-and-support-suffolk-virginia-united-states,2023-03-10
Public Health Nurse - Nurse Family Partnership #WT001,Full-Time (Salaried),Suffolk,2023-03-22T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-nurse-family-partnership-wt001-suffolk-virginia-united-states,2023-03-10
Traffic Signal Supervisor,Full-Time (Salaried),Bristol,2023-03-22T23:55:00Z,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/traffic-signal-supervisor-bristol-virginia-united-states,2023-03-10
Nutritionist,Full-Time (Salaried),Suffolk,2023-03-22T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/nutritionist-suffolk-virginia-united-states,2023-03-10
Program Support Tech,Full-Time (Salaried),Richmond,2023-03-21T23:55:00Z,Department of Health,https://www.jobs.virginia.gov/jobs/program-support-tech-richmond-virginia-united-states,2023-03-10
Financial Analyst Sr. (W1778),Full-Time (Salaried),Richmond,2023-03-20T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/financial-analyst-sr-w1778-richmond-virginia-united-states,2023-03-10
Platform Infrastructure Service Level Management (SLM) & Business Analyst,Full-Time (Salaried),Richmond,2023-03-15T23:55:00Z,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/platform-infrastructure-service-level-management-slm-business-analyst-richmond-virginia-united-states,2023-03-10
Accountant Senior #W1368 (Eastern VA District Office),Full-Time (Salaried),Norfolk,2023-03-14T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/accountant-senior-w1368-eastern-va-district-office-norfolk-virginia-united-states,2023-03-10
Field Supervisor #W2288 (Eastern VA District Office),Full-Time (Salaried),Norfolk,2023-03-14T23:55:00Z,Department of Social Services,https://www.jobs.virginia.gov/jobs/field-supervisor-w2288-eastern-va-district-office-norfolk-virginia-united-states,2023-03-10
Nutritionist,Full-Time (Salaried),"Shenandoah
  Winchester",NA,Department of Health,https://www.jobs.virginia.gov/jobs/nutritionist-shenandoah-virginia-united-states-winchester,2023-03-10
Office Manager – Natural Bridge State Park,Full-Time (Salaried),Rockbridge County,2023-03-22T23:55:00Z,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/office-manager-natural-bridge-state-park-rockbridge-county-virginia-united-states,2023-03-10
Senior Contract Officer - 0P007,Full-Time (Salaried),Richmond,NA,Department of General Services,https://www.jobs.virginia.gov/jobs/senior-contract-officer-0p007-richmond-virginia-united-states,2023-03-10
